id,filename
bach-bg-cant-0001-01,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0001/01.mid"
bach-bg-cant-0001-02,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0001/02.mid"
bach-bg-cant-0001-03,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0001/03.mid"
bach-bg-cant-0001-05,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0001/05.mid"
bach-bg-cant-0001-06,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0001/06.mid"
bach-bg-cant-0002-02,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0002/02.mid"
bach-bg-cant-0002-03,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0002/03.mid"
bach-bg-cant-0002-04,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0002/04.mid"
bach-bg-cant-0002-05,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0002/05.mid"
bach-bg-cant-0002-06,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0002/06.mid"
bach-bg-cant-0003-01,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0003/01.mid"
bach-bg-cant-0003-02,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0003/02.mid"
bach-bg-cant-0003-04,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0003/04.mid"
bach-bg-cant-0003-05,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0003/05.mid"
bach-bg-cant-0003-06,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0003/06.mid"
bach-bg-cant-0004-01,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0004/01.mid"
bach-bg-cant-0004-02,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0004/02.mid"
bach-bg-cant-0004-03,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0004/03.mid"
bach-bg-cant-0004-04,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0004/04.mid"
bach-bg-cant-0004-05,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0004/05.mid"
bach-bg-cant-0004-06,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0004/06.mid"
bach-bg-cant-0004-07,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0004/07.mid"
bach-bg-cant-0004-08,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0004/08.mid"
bach-bg-cant-0005-01,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0005/01.mid"
bach-bg-cant-0005-02,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0005/02.mid"
bach-bg-cant-0005-03,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0005/03.mid"
bach-bg-cant-0005-05,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0005/05.mid"
bach-bg-cant-0005-06,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0005/06.mid"
bach-bg-cant-0005-07,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0005/07.mid"
bach-bg-cant-0006-01,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0006/01.mid"
bach-bg-cant-0006-02,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0006/02.mid"
bach-bg-cant-0006-03,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0006/03.mid"
bach-bg-cant-0006-04,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0006/04.mid"
bach-bg-cant-0006-05,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0006/05.mid"
bach-bg-cant-0007-01,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0007/01.mid"
bach-bg-cant-0007-02,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0007/02.mid"
bach-bg-cant-0007-03,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0007/03.mid"
bach-bg-cant-0007-04a,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0007/04a.mid"
bach-bg-cant-0007-05,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0007/05.mid"
bach-bg-cant-0007-06,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0007/06.mid"
bach-bg-cant-0007-07,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0007/07.mid"
bach-bg-cant-0008-01,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0008/01.mid"
bach-bg-cant-0008-02,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0008/02.mid"
bach-bg-cant-0008-03,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0008/03.mid"
bach-bg-cant-0008-04,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0008/04.mid"
bach-bg-cant-0008-05,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0008/05.mid"
bach-bg-cant-0009-01,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0009/01.mid"
bach-bg-cant-0009-02,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0009/02.mid"
bach-bg-cant-0009-03,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0009/03.mid"
bach-bg-cant-0009-04,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0009/04.mid"
bach-bg-cant-0009-06,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0009/06.mid"
bach-bg-cant-0009-07,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0009/07.mid"
bach-bg-cant-0010-01,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0010/01.mid"
bach-bg-cant-0010-02,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0010/02.mid"
bach-bg-cant-0010-03,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0010/03.mid"
bach-bg-cant-0010-04,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0010/04.mid"
bach-bg-cant-0010-05,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0010/05.mid"
bach-bg-cant-0010-07,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0010/07.mid"
bach-bg-cant-0041-01,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0041/01.mid"
bach-bg-cant-0041-02,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0041/02.mid"
bach-bg-cant-0041-04,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0041/04.mid"
bach-bg-cant-0041-05,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0041/05.mid"
bach-bg-cant-0041-06,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0041/06.mid"
bach-bg-cant-0042-01,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0042/01.mid"
bach-bg-cant-0042-02,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0042/02.mid"
bach-bg-cant-0042-03,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0042/03.mid"
bach-bg-cant-0042-04,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0042/04.mid"
bach-bg-cant-0042-05,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0042/05.mid"
bach-bg-cant-0042-07,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0042/07.mid"
bach-bg-cant-0043-01,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0043/01.mid"
bach-bg-cant-0043-02,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0043/02.mid"
bach-bg-cant-0043-03,"/Users/pasquale/git/midi2vec/Musedata_splitted/fold0/train/bach-bg-cant-0043/03.mid"
